gene_name,ensg_id,,uniprot_id,is_rna_bp,is_dna_bp,is_xna_bp
ACTN4,ENSG00000130402,,O43707,RNA_BP,DNA_BP,xNA_BP
ACTR10,ENSG00000131966,,Q9NZ32,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACTR1A,ENSG00000138107,,P61163,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACTR1B,ENSG00000115073,,P42025,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACTR2,ENSG00000138071,,P61160,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACTR3,ENSG00000115091,,P61158,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACTR3B,ENSG00000133627,,Q9P1U1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACTR3C,ENSG00000106526,,Q9C0K3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACTR5,ENSG00000101442,,Q9H9F9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACTR6,ENSG00000075089,,Q9GZN1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACTR8,ENSG00000113812,,Q9H981,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACTRT1,ENSG00000123165,,Q8TDG2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACTRT2,ENSG00000169717,,Q8TDY3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACTRT3,ENSG00000184378,,Q9BYD9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACVR1,ENSG00000115170,,Q04771,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACVR1B,ENSG00000135503,,P36896,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACVR1C,ENSG00000123612,,Q8NER5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACVR2A,ENSG00000121989,,P27037,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACVR2B,ENSG00000114739,,Q13705,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACVRL1,ENSG00000139567,,P37023,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACY1,ENSG00000243989,,Q03154,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACY3,ENSG00000132744,,Q96HD9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACYP1,ENSG00000119640,,P07311,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ACYP2,ENSG00000170634,,P14621,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADA,ENSG00000196839,,P00813,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADA2,ENSG00000093072,,Q9NZK5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAD1,ENSG00000164113,,Q96M93,RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAD2,ENSG00000140955,,Q8NCV1,RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAL,ENSG00000168803,,Q6DHV7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAM10,ENSG00000137845,,O14672,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAM11,ENSG00000073670,,O75078,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAM12,ENSG00000148848,,O43184,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAM15,ENSG00000143537,,Q13444,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAM17,ENSG00000151694,,P78536,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAM18,ENSG00000168619,,Q9Y3Q7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAM19,ENSG00000135074,,Q9H013,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAM2,ENSG00000104755,,Q99965,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAM20,ENSG00000134007,,O43506,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAM21,ENSG00000139985,,Q9UKJ8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAM22,ENSG00000008277,,Q9P0K1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAM23,ENSG00000114948,,O75077,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAM28,ENSG00000042980,,Q9UKQ2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAM29,ENSG00000168594,,Q9UKF5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAM30,ENSG00000134249,,Q9UKF2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAM32,ENSG00000275594,,NA,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAM33,ENSG00000149451,,Q9BZ11,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAM7,ENSG00000069206,,Q9H2U9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAM8,ENSG00000151651,,P78325,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAM9,ENSG00000168615,,Q13443,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMDEC1,ENSG00000134028,,O15204,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTS1,ENSG00000154734,,Q9UHI8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTS10,ENSG00000142303,,Q9H324,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTS12,ENSG00000151388,,P58397,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTS13,ENSG00000160323,,Q76LX8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTS14,ENSG00000138316,,Q8WXS8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTS15,ENSG00000166106,,Q8TE58,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTS16,ENSG00000145536,,Q8TE57,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTS17,ENSG00000140470,,Q8TE56,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTS18,ENSG00000140873,,Q8TE60,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTS19,ENSG00000145808,,Q8TE59,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTS2,ENSG00000087116,,O95450,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTS20,ENSG00000173157,,P59510,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTS3,ENSG00000156140,,O15072,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTS4,ENSG00000158859,,O75173,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTS5,ENSG00000154736,,Q9UNA0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTS6,ENSG00000049192,,Q9UKP5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTS7,ENSG00000136378,,Q9UKP4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTS8,ENSG00000134917,,Q9UP79,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTS9,ENSG00000163638,,Q9P2N4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTSL1,ENSG00000178031,,Q8N6G6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTSL2,ENSG00000197859,,Q86TH1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTSL3,ENSG00000156218,,P82987,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAMTSL4,ENSG00000143382,,Q6UY14,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAP1,ENSG00000105963,,O75689,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAP2,ENSG00000184060,,Q9NPF8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADAR,ENSG00000160710,,P55265,RNA_BP,DNA_BP,xNA_BP
ADARB1,ENSG00000197381,,P78563,RNA_BP,NOT_DNA_BP,xNA_BP
ADARB2,ENSG00000185736,,Q9NS39,RNA_BP,NOT_DNA_BP,xNA_BP
ADAT1,ENSG00000065457,,Q9BUB4,RNA_BP,NOT_DNA_BP,xNA_BP
ADAT2,ENSG00000189007,,Q7Z6V5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADCK1,ENSG00000063761,,Q86TW2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADCK2,ENSG00000133597,,Q7Z695,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADCK5,ENSG00000173137,,Q3MIX3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADCY1,ENSG00000164742,,Q08828,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADCY10,ENSG00000143199,,Q96PN6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADCY2,ENSG00000078295,,Q08462,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADCY3,ENSG00000138031,,O60266,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADCY4,ENSG00000129467,,Q8NFM4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADCY5,ENSG00000173175,,O95622,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADCY6,ENSG00000174233,,O43306,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADCY7,ENSG00000121281,,P51828,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADCY8,ENSG00000155897,,P40145,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADCY9,ENSG00000162104,,O60503,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADCYAP1,ENSG00000141433,,P18509,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADCYAP1R1,ENSG00000078549,,P41586,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADD1,ENSG00000087274,,P35611,RNA_BP,NOT_DNA_BP,xNA_BP
ADD2,ENSG00000075340,,P35612,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADD3,ENSG00000148700,,Q9UEY8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGB,ENSG00000118492,,Q8N7X0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRA1,ENSG00000197177,,Q86SQ6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRA2,ENSG00000020181,,Q96PE1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRA3,ENSG00000152990,,Q8IWK6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRB1,ENSG00000181790,,O14514,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRB2,ENSG00000121753,,O60241,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRB3,ENSG00000135298,,O60242,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRD1,ENSG00000111452,,Q6QNK2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRD2,ENSG00000180264,,Q7Z7M1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRE1,ENSG00000174837,,Q14246,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRE2,ENSG00000127507,,Q9UHX3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRE3,ENSG00000131355,,Q9BY15,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRE5,ENSG00000123146,,P48960,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRF1,ENSG00000153292,,Q5T601,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRF2,ENSG00000164393,,Q8IZF7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRF3,ENSG00000173567,,Q8IZF5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRF4,ENSG00000153294,,Q8IZF3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRF5,ENSG00000069122,,Q8IZF2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRG1,ENSG00000205336,,Q9Y653,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRG2,ENSG00000173698,,Q8IZP9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRG3,ENSG00000182885,,Q86Y34,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRG4,ENSG00000156920,,Q8IZF6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRG5,ENSG00000159618,,Q8IZF4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRG6,ENSG00000112414,,Q86SQ4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRG7,ENSG00000144820,,Q96K78,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRL1,ENSG00000072071,,O94910,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRL2,ENSG00000117114,,O95490,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRL3,ENSG00000150471,,Q9HAR2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRL4,ENSG00000162618,,Q9HBW9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADGRV1,ENSG00000164199,,Q8WXG9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADH1A,ENSG00000187758,,P07327,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADH1B,ENSG00000196616,,P00325,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADH1C,ENSG00000248144,,P00326,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADH4,ENSG00000198099,,P08319,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADH5,ENSG00000197894,,P11766,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADH6,ENSG00000172955,,P28332,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADH7,ENSG00000196344,,P40394,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADHFE1,ENSG00000147576,,Q8IWW8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADI1,ENSG00000182551,,Q9BV57,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADIG,ENSG00000182035,,Q0VDE8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADIPOQ,ENSG00000181092,,Q15848,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADIPOR1,ENSG00000159346,,Q96A54,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADIPOR2,ENSG00000006831,,Q86V24,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADIRF,ENSG00000148671,,Q15847,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADK,ENSG00000156110,,P55263,RNA_BP,NOT_DNA_BP,xNA_BP
ADM,ENSG00000148926,,P35318,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADM2,ENSG00000128165,,Q7Z4H4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADM5,ENSG00000224420,,C9JUS6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADNP,ENSG00000101126,,Q9H2P0,NOT_RNA_BP,DNA_BP,xNA_BP
ADNP2,ENSG00000101544,,Q6IQ32,NOT_RNA_BP,DNA_BP,xNA_BP
ADO,ENSG00000181915,,Q96SZ5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADORA1,ENSG00000163485,,P30542,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADORA2A,ENSG00000128271,,P29274,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADORA2B,ENSG00000170425,,P29275,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADORA3,ENSG00000282608,,P0DMS8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADPGK,ENSG00000159322,,Q9BRR6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADPRH,ENSG00000144843,,P54922,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADPRHL1,ENSG00000153531,,Q8NDY3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADPRM,ENSG00000170222,,Q3LIE5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADPRS,ENSG00000116863,,Q9NX46,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADRA1A,ENSG00000120907,,P35348,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADRA1B,ENSG00000170214,,P35368,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADRA1D,ENSG00000171873,,P25100,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADRA2A,ENSG00000150594,,P08913,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADRA2B,ENSG00000274286,,P18089,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADRA2C,ENSG00000184160,,P18825,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADRB1,ENSG00000043591,,P08588,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADRB2,ENSG00000169252,,P07550,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADRB3,ENSG00000188778,,P13945,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADRM1,ENSG00000130706,,Q16186,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADSL,ENSG00000239900,,P30566,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADSS1,ENSG00000185100,,Q8N142,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADSS2,ENSG00000035687,,P30520,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
ADTRP,ENSG00000111863,,Q96IZ2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AEBP1,ENSG00000106624,,Q8IUX7,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
AEBP2,ENSG00000139154,,Q6ZN18,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
AEN,ENSG00000181026,,Q8WTP8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AFAP1,ENSG00000196526,,Q8N556,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AFAP1L1,ENSG00000157510,,Q8TED9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AFAP1L2,ENSG00000169129,,Q8N4X5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AFDN,ENSG00000130396,,P55196,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AFF1,ENSG00000172493,,P51825,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AFF2,ENSG00000155966,,P51816,RNA_BP,NOT_DNA_BP,xNA_BP
AFF3,ENSG00000144218,,P51826,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
AFF4,ENSG00000072364,,Q9UHB7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AFG1L,ENSG00000135537,,Q8WV93,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AFG3L2,ENSG00000141385,,Q9Y4W6,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AFM,ENSG00000079557,,P43652,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AFMID,ENSG00000183077,,Q63HM1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AFP,ENSG00000081051,,P02771,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AFTPH,ENSG00000119844,,Q6ULP2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGA,ENSG00000038002,,P20933,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGAP1,ENSG00000157985,,Q9UPQ3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGAP2,ENSG00000135439,,Q99490,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGAP3,ENSG00000133612,,Q96P47,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGAP4,ENSG00000188234,,Q96P64,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGAP5,ENSG00000172650,,A6NIR3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGAP6,ENSG00000204149,,Q5VW22,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGAP9,ENSG00000204172,,Q5VTM2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGBL1,ENSG00000273540,,Q96MI9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGBL2,ENSG00000165923,,Q5U5Z8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGBL3,ENSG00000146856,,Q8NEM8,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGBL4,ENSG00000186094,,Q5VU57,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGBL5,ENSG00000084693,,Q8NDL9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGER,ENSG00000204305,,Q15109,NOT_RNA_BP,DNA_BP,NOT_xNA_BP
AGFG1,ENSG00000173744,,P52594,RNA_BP,DNA_BP,xNA_BP
AGFG2,ENSG00000106351,,O95081,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGGF1,ENSG00000164252,,Q8N302,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGK,ENSG00000262327,,Q53H12,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGL,ENSG00000162688,,P35573,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGMAT,ENSG00000116771,,Q9BSE5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGMO,ENSG00000187546,,Q6ZNB7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGO1,ENSG00000092847,,Q9UL18,RNA_BP,DNA_BP,xNA_BP
AGO2,ENSG00000123908,,Q9UKV8,RNA_BP,DNA_BP,xNA_BP
AGO3,ENSG00000126070,,Q9H9G7,RNA_BP,NOT_DNA_BP,xNA_BP
AGO4,ENSG00000134698,,Q9HCK5,RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGPAT1,ENSG00000204310,,Q99943,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGPAT2,ENSG00000169692,,O15120,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGPAT3,ENSG00000160216,,Q9NRZ7,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGPAT4,ENSG00000026652,,Q9NRZ5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGPAT5,ENSG00000155189,,Q9NUQ2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGPS,ENSG00000018510,,O00116,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGR2,ENSG00000106541,,O95994,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGR3,ENSG00000173467,,Q8TD06,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGRN,ENSG00000188157,,O00468,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGRP,ENSG00000159723,,O00253,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGT,ENSG00000135744,,P01019,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGTPBP1,ENSG00000135049,,Q9UPW5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGTR1,ENSG00000144891,,P30556,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGTR2,ENSG00000180772,,P50052,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGTRAP,ENSG00000177674,,Q6RW13,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGXT,ENSG00000172482,,P21549,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AGXT2,ENSG00000113492,,Q9BYV1,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AHCTF1,ENSG00000153207,,Q8WYP5,NOT_RNA_BP,DNA_BP,xNA_BP
AHCY,ENSG00000101444,,P23526,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AHCYL1,ENSG00000168710,,O43865,RNA_BP,NOT_DNA_BP,xNA_BP
AHCYL2,ENSG00000158467,,Q96HN2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AHDC1,ENSG00000126705,,Q5TGY3,NOT_RNA_BP,DNA_BP,xNA_BP
AHI1,ENSG00000135541,,Q8N157,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AHNAK,ENSG00000124942,,Q09666,RNA_BP,NOT_DNA_BP,xNA_BP
AHNAK2,ENSG00000185567,,Q8IVF2,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AHR,ENSG00000106546,,P35869,NOT_RNA_BP,DNA_BP,xNA_BP
AHRR,ENSG00000063438,,NA,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AHSA1,ENSG00000100591,,O95433,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AHSG,ENSG00000145192,,P02765,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AHSP,ENSG00000169877,,Q9NZD4,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AICDA,ENSG00000111732,,Q9GZX7,RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AIDA,ENSG00000186063,,Q96BJ3,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AIF1,ENSG00000204472,,P55008,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AIF1L,ENSG00000126878,,Q9BQI0,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AIFM1,ENSG00000156709,,O95831,NOT_RNA_BP,DNA_BP,xNA_BP
AIFM2,ENSG00000042286,,Q9BRQ8,NOT_RNA_BP,DNA_BP,xNA_BP
AIFM3,ENSG00000183773,,Q96NN9,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AIG1,ENSG00000146416,,Q9NVV5,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AIM2,ENSG00000163568,,O14862,NOT_RNA_BP,DNA_BP,xNA_BP
AIMP1,ENSG00000164022,,Q12904,RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AIMP2,ENSG00000106305,,Q13155,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
AIP,ENSG00000110711,,O00170,NOT_RNA_BP,NOT_DNA_BP,NOT_xNA_BP
